old_id	author	comment	origin
134	Bastion	I want to go back to that time. When my brother and my parents were still together. I really miss them..  May Allah love and bless you	ABBA
136	Rosario Celia Bertuchi Mas	Song of my life, so beautifull but sad..... wonderfull for me, from Málaga. Spain 	ABBA
137	Markus Hasibeder	One of the greatest songs in pop history. It is a perfect song!	ABBA
140	Sheyla Cortez	Essa música me faz lembrar o passado, eu era apaixonada por pelo meu amigo o nome dele era Zico.	ABBA
141	Marielle Martin	Reminds me of someone I loved very much. He's been living in another city for 25 years. Still miss him.	ABBA
142	Herr S	Goosebumps all over my body, what's Abba's secret, it can't just be the time or the 70s, Abba is timeless,and Agnetha was very young	ABBA
143	Azing	2022 still loving n listening	ABBA
145	Alberto Villanueva Rojas	Que bella cxancion Agnetta,, te remontastes bien alto en los corazones de la gente	ABBA
147	FJS Marchetaria & Projetos	Eu sempre fui e sou fã desse grupo maravilhoso..	ABBA
148	Ryan Keating	Best group with the Beatles to ever grace this earth	ABBA
151	Maria Magana	I was 10 living an easy life growing up with my older sisters n brother and parents. R.I.p to my Mom, brother and now my Dad.  loving memories 	ABBA
152	Gelb Cunha	Que música LINDA, atemporal, toca a alma!	ABBA
153	Ian Kim	this used to be my favorite song in 2012	ABBA
154	MrOppOrtunity	So much emotion.. U can feel what she is saying.. 	ABBA
155	Sam Bee	Reminds me of a time when the world was less woke and made beautiful music	ABBA
158	Mohamed Guerfel	when music was still alive	ABBA
160	IAmJessicubX	ABBA was well before their time. Crazy. We need this revamped	ABBA
161	Rick D	I was a fetus when this song came out and I remember how sad it made me feel.	ABBA
162	Ario Arash	This song never gets old, and breaking up never ends.	ABBA
163	Anna	The winner takes it all Победитель получает все I don't wanna talkЯ не хочу говоритьAbout the things we've gone throughО том, что мы прошли.Though it's hurting meПусть это меня и ранит,Now it's historyНо это в прошлом.I've played all my cardsЯ сыграла все свои карты,And that's what you've done tooТы сыграл свои.Nothing more to sayНечего больше сказать.No more ace to playНет тузов для игры. The winner takes it allПобедитель получает все,The loser standing smallПроигравший остается с малым,Beside the victoryВ стороне от победы -That's her destinyЭто её судьба. I was in your armsЯ была в твоих руках,Thinking I belonged thereДумала, я принадлежу им,I figured it made senseПредставляла, что это имеет смысл.Building me a fenceСтроила себе ограду,Думала, что буду сильной в нем,But I was a foolНо я была глупа,Playing by the rulesИграя по правилам. The gods may throw a diceБоги могут кинуть кости -Their minds as cold as iceИх мысли холодны как лед -And someone way down hereА кто-то здесь внизуLoses someone dearПотеряет кого-то дорогого.The winner takes it allПобедитель получает все,The loser has to fallПроигравший должен упасть.It's simple and it's plainВсе просто и понятно,Why should I complain.На что мне жаловаться? But tell me does she kissНо скажи мне, разве она целуетLike I used to kiss you?Так, как я тебя целовала?Does it feel the sameЧувствуешь ли ты то же,When she calls your name?Когда она называет твое имяSomewhere deep insideГде-то в глубине душиYou must know I miss youТы должен знать - мне тебя не хватает,But what can I sayНо что я могу сказать -Rules must be obeyedНужно соблюдать правила. The judges will decideСудьи решат,The likes of me abideЧто такие, как я, должны смириться,Spectators of the showСторонние наблюдателиAlways staying lowВсегда отмалчиваются.The game is on againИ игра начинается по новой -A lover or a friendЛюбовник или друг?A big thing or a smallМного или мало?The winner takes it allПобедитель получает все. I don't wanna talkЯ не хочу говорить,If it makes you feel sadЕсли это тебя расстраивает,And I understandИ я понимаю -You've come to shake my handТы пришел пожать мою руку.I apologizeИзвини,If it makes you feel badЕсли ты расстраиваешься,Seeing me so tenseВидя меня такой напряженной,No self-confidenceТакой неуверенной...But you seeНо ты же видишь...The winner takes it allПобедитель получает все,The winner takes it all...Победитель получает все...	ABBA
164	allan marinay	I'm 28 and finally i knew the title of this song.. when i was a child i always heard this song playing on the radio but i didnt know the title	ABBA
165	Pasquale Sacco	Her ex husband wrote it how much pain was in to write such a song she sang her heart out	ABBA
167	Joseph De Lavergne	Absolutely gorgeous, beautiful voice.	ABBA
168	Ashley Hall	Many have covered this song but no one has matched the original	ABBA
169	Matthew Pilling	The best song ever made	ABBA
170	1groovygreg	Painfully splendid.	ABBA
171	Christopher Maer	I think this is the best song ABBA ever made so you think?	ABBA
172	Italrish	Wow, she could really sing.	ABBA
173	Steve Jackson	Best 'Pop' song ever.	ABBA
175	Shirl73	I was 7 when I heard it for the first time, I found it was a very beautiful melody but something sad at the same time in this, despite I didn't know any english word at that time	ABBA
176	Ed Garzzi	ABBA has a very special place in my life,,	ABBA
177	Abdelkader Boughalem	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?	ABBA
178	Mo Salem	Just wondering, what the song writer been through to get inspired to write this song ???? So emotional so powerful	ABBA
179	Y S	Outstanding.	ABBA
180	x101st	I was 12 when this came out, and I was saddened because it was the end of an era, a decade, and a great band. Anybody that doesn't like ABBA is not human IMO. Agnetha is a doll, singing out her heartbreak for all to hear. God bless you honey!!!	ABBA
181	ID047889	Thegood old 80s When a singer was famous about his/her voice and songs Not about his/her looks, private life issues, tweets, insta pictures…	ABBA
184	Cheryl Star	Here after hearing this song nailed on The Voice!	ABBA
185	Baron Brookheim	A musical and voice masterpiece	ABBA
186	Fabio Lemmi	Beautiful	ABBA
187	Stalevar	"the line - ""tell me, does she kiss, like I used to kiss you?""... sang so naturally. she really asks i she is better then her. Amazing!"	ABBA
188	Andrea Cunha	I love this music!!!	ABBA
189	Evelyne GROLLEAU	J'adore 	ABBA
190	Kundalini Résistance	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes	ABBA
192	marko suutari	The song u have to hear!	ABBA
193	Jubay Soriano	I missed you abba..	ABBA
194	JustEthical	b&b were pure musical genius / producers	ABBA
195	John Legend	What a Great voice What a great composition What an amazing arrangement Sooo many great memories R coming back.	ABBA
196	maz I	This song always makes me cry xxx	ABBA
199	Baronstone	My goodness, I had such a crush on her back then!	ABBA
202	Esra Özçelik	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all (takes it all) The loser has to fall (has to fall) It's simple and it's plain (it's so plain) Why should I complain? (Why complain?) But tell me, does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide (will decide) The likes of me abide (me abide) Spectators of the show (of the show) Always staying low (staying low) The game is on again (on again) A lover or a friend (or a friend) A big thing or a small (big or small) The winner takes it all (takes it all) I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all So the winner takes it all And the loser has to fall Throw the dice, cold as ice Way down here, someone dear Takes it all, has to fall And it's plain, why complain?	ABBA
206	Jacqueline Bryan	The best song  of conceding to love.. but its my favorite	ABBA
211	Nick Turner	Absolutely gorgeous when women were beautiful no tattoos no blue hair and no beer belly	ABBA
214	Tony Hiĺl	The Utter Professionalism of Agnetha singing this song about her own Situation at the time is Sensational 	ABBA
216	ORCHIDEA !	Stupenda stupenda che dire di più tutto è superfulo con un capolavoro del genere stupenda all'infinito 	ABBA
217	Edu J	The Winner Takes It All. 	ABBA
218	Noel McMahon	Who is listening to this fantastic masterpiece in 2022	ABBA
220	M	When i was 13 I met a boy who I fell head over heals for. He did not want me. This still hurts after all these years... never fallen in love again.......'you must know I miss you'	ABBA
236	Paolo Iacona	Che tempi meravigliosi che nostalgia, ora le tenebre grazie Abba	ABBA
237	Curious Cat	Ohhh the nostalgia....the emotion in her voice is absolutely fabulous, it takes you with her on the journey.	ABBA
239	Maria Corsino	She Sung's beautifully,but it was Bjorn feelings at that time,he wrote the song !	ABBA
241	Gisele Strauch	"sums up this group""s experiences in life"	ABBA
242	John Bucholtz	I tear up when I hear this, and I've been happily married since the song came out. It's that powerful.	ABBA
246	Jonathan Baxley	iive studyied this closely.youve just seen the best preformance ever given by a female preformer.	ABBA
247	Lychnis	A song from 44 years ago... it's unbelievably perfect	ABBA
248	Robby Robbe	One word: EPIC	ABBA
249	garden roses	2023  Abba for ever.	ABBA
251	J Leo BOYS G C Y jcleo Official	Hindi pa ako pinanganak sa song na ito pero i love the song i feel it so much . I feel the pain . Iconic song and forever be love 	ABBA
253	Krzysztof Wawrocki	piękna i mądra	ABBA
257	nick haswell	That heartbreaking feeling you feel for her when you hear the line you've come to shake my hand Incredible lyrics that effect you like that just shows you what powerful wonderful lyrics this amazing song has magical	ABBA
259	Roey Earl	This song should be mandatory in every casino	ABBA
262	Baron Brookheim	Oh my lord.her beautiful voice shivers me to my core.raises my body hairs and jerks tears out of eyes at the same time.welcome back abba.i am glad your back.simply put.magnificient	ABBA
268	dale winter	Greatness	ABBA
273	MUHARREM SEKMEN	ZAMANSIZLIK AN'DIR AN MEKANDIR MEKAN AN 'DIR AN ÇOKLU SÜREÇTİR. BU TEK DÜŞÜNÜLMEZ.	ABBA
276	Katia Sassi	Linda Música para Sempre ! Através do Tempo continua sendo querido e considerado o Grupo ABBA . Me Lembro de quando traduzimos esta música aula Inglês . Saudades para Sempre !!!!!!!	ABBA
280	Patrick Freber	I Love IT Im Born in 1986	ABBA
290	Mark Woodhouse	One of the Most Beautiful Women to have EVER lived! Amazing voice to boot! She’s just WOW!	ABBA
291	Paulo Eduardo	I don't wanna talk About things we've gone through Though it's hurting me Now it's history I've played all my cards And that's what you've done too Nothing more to say No more ace to play The winner takes it all The loser's standing small Beside the victory That's her destiny I was in your arms Thinking I belonged there I figured it made sense Building me a fence Building me a home Thinking I'd be strong there But I was a fool Playing by the rules The gods may throw a dice Their minds as cold as ice And someone way down here Loses someone dear The winner takes it all The loser has to fall It's simple and it's plain Why should I complain? But tell me does she kiss Like I used to kiss you? Does it feel the same When she calls your name? Somewhere deep inside You must know I miss you But what can I say? Rules must be obeyed The judges will decide The likes of me abide Spectators of the show Always staying low The game is on again A lover or a friend A big thing or a small The winner takes it all I don't wanna talk If it makes you feel sad And I understand You've come to shake my hand I apologize If it makes you feel bad Seeing me so tense No self-confidence But you see The winner takes it all The winner takes it all	ABBA
299	NoizyInSeattle	This song still makes me cry my guts out.	ABBA
302	Nour Bouzid	25 years old and arbic girl ! But i love ABbA songs	ABBA
306	Ray	Beautiful Performance. sign Canada.	ABBA
308	Elliott Michelsen	It simple-just four chords over and over. Still takes my breath away and moves me to tears. Just such bittersweet reminiscence. Magic.	ABBA
313	fuck	I was 15 when this song came out, and I cannot appreciate it enough, it stays as one of my favorite songs, and one of the best of all time	ABBA
318	KJ	Probably one of the best songs of the 20th century!	ABBA
324	Steve	The best Abba song.	ABBA
332	Madison Ponicappo	It kills me when she say 'youve come to shake my hand'	ABBA
334	MUHARREM SEKMEN	BİR İHTİMAL HEP KENDİME YETECEĞİMDİR. HER AN.	ABBA
335	my BulliPage	I don't know how many nights I cried while listening this song and remembering my story. 	ABBA
342	Rodrigo Paolinelli	The best song fron ABBA	ABBA
345	AmeliaRadu	Best break up song ever... If you want to twist the knife in your heart after a bad break up, listen to it then go and cry some more.	ABBA
353	sole 73	Ero bimba..ora non più... canzoni come questa non tramonteranno mai	ABBA
354	Theofanis Nikolopoulos	I played all my cards. What a strong human nature! ABBA forever. We love you...	ABBA
358	Moisés do Carmo Francisco	Quem veio pela música através da série better call Saul igual a mim?	ABBA
361	MUHARREM SEKMEN	İNSAN HEP AN' I ARAR. AN HEP KAÇAR.	ABBA
368	nick haswell	Lyrically an absolute masterpiece	ABBA
370	Sara horani	I like it 2022	ABBA
371	Mattias Persson	My heart broke today	ABBA
372	HoppyCanvas	The winner takes it all, the loser standing small...point is, did you learn something of intrinsic value?	ABBA
378	livia victoria	Linda toca na alma	ABBA
379	Mal	The last seconds of the song I’m like : 	ABBA
383	Cristian Tomasin	who still listens to this masterpiece in 2022 	ABBA
384	M. Leslie	So when I studied abroad in France, I took my mom to Switzerland. She always dreamt of seeing the alps…, and I was able to give her that gift. It’s so weird that this song reminds me of jungfrau top of Europe…, anyway be safe and warm and loved this new year!	ABBA
386	Симона Маузер	The winner takes it all actually as always, and like about war Russia  Ukraine 	ABBA
387	TinaNathan Infinity	Winner takes it all.....	ABBA
388	MultiMagnumforce	Agnetha is a great singer could be the best voice I've ever heard.	ABBA
394	Dr Tim O'Shea	Great song - superb arrangement -- - but she's holding back This is a song for Linda Ronstadt, Bernadette Peters or Michelle Branch ... missed opportunity to blow the roof off ---	ABBA
398	Kiran SR B	This song hits you when you Discover IT like a strong strain	ABBA
401	Parv	If you are not doing anything in your life and want to achieve this song will motivate to work not let any opportunities miss Keep working on day you will your desires	ABBA
419	Carolina Olson	I left My country in 1980 due to a civil ward I left all My good friends specifically My childhood house Were I grew up. I was so sad but now I am USA citizen And I love this country. But I still miss My childhood friends.	ABBA
420	MUHARREM SEKMEN	AN DEĞİŞİR ZAMAN DEĞİŞİR.	ABBA
421	Jack Sprat	Much to the chagrin of my wife and kids I loved Abba when they came out in the 1980’s. I feel totally vindicated now as many of their songs are being scored with classical music. Abba will live forever in the world’s heart.	ABBA
429	Devon Medway	@2:51 is the moment!	ABBA
431	Janet Gates	Probably the most under rated song from ABBA and one of my favorites!	ABBA
432	MUHARREM SEKMEN	SABİT BİR AN DÜŞÜNÜLMEZ BU HATA.	ABBA
434	Jude Reyes	Absolutely very marvelous amazing  majestic enchanting exhilarating exciting and exceptional musical  performance of the best ever group singing spectacular sensational song  to stimulate my everlasting LOVING memories to continue Loving  wonderful woman  JENNIFER of which I LOVE  so much indeed my everlasting loving  wonderful women	ABBA
436	Cj Josh	The year i was born 1980 im the winner	ABBA
438	MUHARREM SEKMEN	TEMASSIZLIK TAM SON BULUR.	ABBA
440	Ysaac Wichmann	I LOVE YOU ABBA FOREVER !!!  : )	ABBA
441	MUHARREM SEKMEN	KAPALI BİR NOKTA DA YÜZEYDE TAM SONLAN MA VARDIR. BU SIFIRA TAM YAKLAŞMNIN TAM OLDUĞU DURUMDUR.	ABBA
442	Jonathan Baxley	this isnt a kneejerk statement.this preformance is quite possibly the greatest ever by a female.youlie by reba mcentire runs a close second	ABBA
450	Cindy Miceli	Who else is here because of better call Saul? 	ABBA
453	MUHARREM SEKMEN	ZAMAN AN SÜREÇ DÜŞÜNDÜRÜR.	ABBA
458	metin karadag	What a song .......	ABBA
459	nick haswell	Oh my god this song is so good in everyway lyrics, vocals the whole package and my god does it deliver like no other moves me like no other song does Purely sensational how does this have the same effect 40+ years on absolute magic	ABBA
460	Mohamed Zebroud	You win today , you may lose tomorrow . Don’t forget this	ABBA
464	Ian Aka	She sings with so much emotion  	ABBA
467	Helen Talia	English is not even Abba's first language, but the emotions jump out in every word. January 30, 2023.	ABBA
478	Sandra Zekovic	timeless music...wonderful 	ABBA
489	MUHARREM SEKMEN	HER NE BELİRSİZLİK VARSA BEN OYUM.	ABBA
490	5T3FF13 SRAD	Gorgeous woman she is	ABBA
492	ikyu 72	Preface: I'm a 90's grunge product, but have always appreciated this group. Such a talented group with some of the best vocals and harmonies of all time. Check out 3:50. That is all.	ABBA
517	Jennifer Okazaki	Undergrad, medical school, residency.......And, just turned 40, on verge of retiring. And, still watching this vid. Enjoyed it -Thx Youtube.	ABBA
525	Mauro Arrighini	stupenda lei e la canzone	ABBA
528	DaveSpecter1065	Still hurts…40 years later…	ABBA
530	Victor Joel Rodríguez Lemus	Love forever Made un Victory	ABBA
542	Walter Mameli	Very possible that ABBA was the most polished band musically of all time...the proof being this masterpiece as Exhibit A...	ABBA
545	Roger Gongora	For me she is the most beautiful woman in the world .	ABBA
551	David R	I can watch this angel sing all day!!!	ABBA
556	Uriel HerRan	I listened this song three years ago and i loved It. I can't stop to listen it yet.	ABBA
559	Kristen Lee	"I didn’t know this. But you can see it in her eyes. Nobody really knows the pent-up feelings behind the words of this song, ""Winner Takes All"", which this ABBA vocalist recorded with her resplendent soprano voice, endlessly dazzling millions of fans; but behind this moving song hid the melancholy and broken heart of Agnetha Fältskog for her separation from Björn Ulvaeus, whom she met shortly before forming the group ABBA, along with Benny Anderson and Anna Frida Lyngstad, who in turn also they had married; Agnetha felt deep in her heart the sadness of the breakup, and in her voice no one guessed that she was torn by her sentimental tragedy, and yet she had the character and poise to sing this moving song."	ABBA
563	MUHARREM SEKMEN	TAM YAKIN BİR NOKTA DA FARK SONSUZ DERECE VAR DEĞİLDİR.	ABBA
566	Christian S	What a voice, eternal	ABBA
