old_id	author	comment	origin
66	Lekarz Kto	Looking back - Abba are more sophisticated than I thought.	ABBA_money
70	Annak942	listening to this while working all day to pay the bills	ABBA_money
71	Randy Zulf	Absolutely holds up today, and really its more true than ever.	ABBA_money
74	Hira Nive	LOVE ABBA	ABBA_money
76	Azamat Osmonov	I like this song most of all,Frida's voice is so sweet	ABBA_money
78	38yom	Listen kids, money can't buy you happiness But money can buy things that makes you happy. Don't do stupid things	ABBA_money
79	Table 2.0	Rich men: complain about gold diggers Also Rich men: hoard all the wealth and facilitate the economy that encourages gold diggers	ABBA_money
80	James G	ABBA is just fascinating. The way they play with instrumentation, tempo and harmonies is just so interesting. Call them dated or cheesy or whatever, ABBA are geniuses and their music is eternally relevant and NEVER boring.	ABBA_money
81	Людмила Абакумова	I have been listening Your super song for so long time! Bravo!!!!!!!!!!!!!!	ABBA_money
82	Mammy	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
83	Philip HENRY	All the songs of ABBA are masterpieces.	ABBA_money
84	Dria Asuncion	Let me be honest here, most of the viral songs in tiktok are made from Abba which shows how good their music is even though it's already old, it's gold 	ABBA_money
85	il mondo della carciofa	I love the song	ABBA_money
86	Richard Sheldrake	ABBA THE BEST 	ABBA_money
87	 ℴ	Lyrics: I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
88	Luka Kallio	My girlfriend: This song is old Me: Your mom is old and you still listen her	ABBA_money
90	Jay •	This song is awesome and the first part always makes me laugh	ABBA_money
94	Hrvoje Sekulic	Gold era of music 2022. Still rock !!	ABBA_money
96	Shabbir Dossaji	Amazing how much younger people like this Evergreen music. 	ABBA_money
97	Kamel	So sad .. I live in Syria .. at the most anhuman conditions .. no money money money.. it's always dark 	ABBA_money
98	Real Sonic Hedgehog	every time I hear this song always clicks in my head with moneybags always teasing you with paying him with gems in Spyro games	ABBA_money
99	Софья Ткачук	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
100	DEVI BHARATHI KALAALAYAM	ABBA inspire me at the age of 16 and now at the age of 60 also in the same manner. That's the magic of their lyrics,rendering,music, composition what not everything  Iam from INDIA,THE GREAT COUNTRY KNOWN FOR SPIRITUALITY,PEACE AND HARMONY,WHICH TREATS ENTIRE UNIVERSE AS ONE FAMILY, FORGIVENESS,CLASSICAL MUSIC AND SO ON...	ABBA_money
101	Ari Grande	I know theyr singing about being poor, but i feel so rich when listen to this	ABBA_money
102	x_x_Lex_x_x2	I Love This Song 	ABBA_money
103	Weeping Angel	This song pretty much sums up my whole life in a nutshell. It’s like a mind reader.	ABBA_money
105	Emma Ogden	Love this song	ABBA_money
106	draggindrugin	"""I bet he wouldn't fancy me"" - singing a woman who married a real life Prince..."	ABBA_money
107	Пожилая биллибоба	this music will live as long as we listen to it	ABBA_money
108	Hanna Syguła	This is my time to manifest being the rich auntie who travels around the world and you see her once in a lifetime - with this song, I feel like one	ABBA_money
109	PumpkinHead58	Damn I really do miss my childhood not as old as this song but my parents jammed out to it Also holy shit forgot how much makeup was required to be on camera back then	ABBA_money
110	R0WAN	Abba = Life	ABBA_money
111	robwarriors62	This is actually brilliant songwriting. The modulation at 2:25 isn't just a ham-fisted semitone/half-step lift that most songs do, it's actually set-up beautifully by the intro sequence chords that were established from the start - Am, *F7*, Dm7, E7, Am where the F7 is the V of the new key, Bb minor. Little connections like this go a long way to making your song musically cohesive.	ABBA_money
113	Anna-Frida	I’m so obsessed with their song. Hi from Estonia 	ABBA_money
114	Crystal Jin	this is a great song	ABBA_money
115	Kroko Mez	This is so gold	ABBA_money
116	M T	I lost my grandfather 3 days ago. This was his favourite song and favourite group... I wish I could have listened to this song with him	ABBA_money
117	Joel	Sounds like it would fit perfectly in peaky blinders 	ABBA_money
119	Päikeserebane	''I bet he wouldn't fancy me That's too bad..'' How could you not fall in love with such a beauty?	ABBA_money
120	Chris Richardson	ABBA You All Have Great Songs and Some are my Favorite! Amazing Job You All 	ABBA_money
121	Willem Klee	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same	ABBA_money
122	Châu Dương	this is a masterpiece!	ABBA_money
123	Mohammed ali	Still nostalgic 	ABBA_money
124	Littlemissplushie	At the sholhaven coral festival in Australia I’m singing Waterloo money money money dancing queen and mamma Mia! I love ur songs!	ABBA_money
125	Rubi Dechambre	My mom loved this song!  Rip	ABBA_money
126	Peter Ivarsson	ABBA!! There's nothing more to say that their music is absolutely magical!!	ABBA_money
127	I am bored (second channel)	This song is so nostalgic omg	ABBA_money
129	itzkovachan	—beautiful song..	ABBA_money
130	Георгий Барбашов	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
131	Caleb	I would give anything to see them all perform together one last time. I LOVE ABBA SO MUCH 	ABBA_money
134	Jose Antonio Diaz B.	One of the few musical groups will be beyond time.	ABBA_money
135	Freeroamer97	"this song is actually a really good break down of class analysis. ""I work all night, I work all day to pay the bills I have to pay"". what a beautiful description of capitalist society. It really highlights how the cost of living crisis is impacting us all. ""in a rich mans world"" I believe this line does a great job illustrating how the sexist class culture pressures women to work lower paying jobs such as secretaries. Ironic that anti feminists will turn around and say things like ""the gender pay gap only exits because woman work less hours and lower paying jobs"" while completely ignoring the reasons as to why they might be working those jobs and why they might feel societal pressure to work less hours."	ABBA_money
136	Oliver Russell	ABBA is the best band of all time, they created hit after hit, won Eurovision and they inspired the pop genre today.	ABBA_money
137	puppy glitter	I love this song	ABBA_money
139	FT Recording Studio	piano part lifts it to almost spiritual level yet it’s no discredit to it’s fore-bearers or it’s ability to discern each word	ABBA_money
141	Вячеслав Колотуша	I work all night, I work all day, to pay the bills I have to pay Ain't it sad? And still, there never seems to be a single penny left for me That's too bad In my dreams, I have a plan If I got me a wealthy man I wouldn't have to work at all I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world A-ha, ah All the things I could do If I had a little money It's a rich man's world A man like that is hard to find, but I can't get him off my mind Ain't it sad? And if he happens to be free, I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game My life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world A-ha, ah All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world A-ha, ah All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
142	Xyrille Dolorica	this sound is soo soooo rich idk why but the money, money, money is my favorite part	ABBA_money
144	Apis Mellifera	Queria ser dessa época	ABBA_money
145	Aino Bredtved	I was 7 years old when this was a hit -I'm 46 now and I still love it!	ABBA_money
147	Elene Darchia	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
148	Gewald Olive	It's my second favorite song  thank you	ABBA_money
149	Dios De Las Mierda	Best song ever	ABBA_money
151	Derek Parker	Epic classic forever pure lasting excellence..annifrid agnetha bjorn & Benny... You created magic of gold forever.. Happy hugely deep magi cAl MUZIC that made the people come together. . MUZIC that is eternal and lasts forever ... ABBA rules OK 	ABBA_money
153	Selman Uzun	Broo I used to listen to this on the plane from the plane’s tv! Memories man…	ABBA_money
154	Fabiana Di Lorenzo	Fantastic Band	ABBA_money
155	IneedC	Such a catchy song. ABBA from the past and Jessie J in a modern time has already told us about rich man's world.	ABBA_money
156	Cherry World	I remember my History teacher showing this after learning about hyperinflation in Germany during 1920s, wow it makes a lot more sense	ABBA_money
158	reinvest83	What a badass song.	ABBA_money
159	SomeDudeOnline	“Tummy tummy tummy” “Must be hungry” “In a poor man’s world”	ABBA_money
160	༄	when i was 10 i didnt liked the song but now its in my head 24/7 and sing whispering it everywhere these songs i dindnt liked when i was a kid started being my fav	ABBA_money
162	Maurice Toboul	ho mon dieu que de souvenirs de jeunesse... période d'insouscience merci pour ce bon moment	ABBA_money
163	iluvyou	2023 and its still good	ABBA_money
165	I like Kirumi Tojo   	As you can see I have been listening to this song too many times and I’m now a money addict. My wallpaper is money, my channel is money, my whole photo gallery is money, I only play money games on roblox, I only download money games and loads more.	ABBA_money
167	Prandeep Kaur	i love abba	ABBA_money
169	gerard martin	great songs never fade	ABBA_money
170	Lauren Oliver	I hope this music never dies ALSO I JEED THEIR CLOTHESSSS	ABBA_money
171	noeleen byrne	The words are brilliant   	ABBA_money
172	NostalgiCrazy	"My sister and I always called this the ""Halloween song"" growing up lol. Don't the instruments and spooky vibe make anyone else think of jack-o-lanterns and skeletons?"	ABBA_money
173	Ruzcel's TV Vlog's	So awesome 70's song im a year 2000 kid and i very appreciated this song so awesome Its kinda that early 2000's kid who loves to listening to this song that who not came from tiktok	ABBA_money
174	charles roy	Literally addicted to ABBA ... WHAT a sweet mind blowing musical treat	ABBA_money
175	YSYOUFM	Idk why but I think this music is from Italy	ABBA_money
176	Deere08	Love you abba	ABBA_money
178	(•Keilah Paras•)	This song is so good	ABBA_money
179	jeremy pearson	I still remember watching them win the Eurovision in 1974. They are cultural icons like the Beatles.	ABBA_money
180	TiraGD	My mom hearing this song : money money money 	ABBA_money
181	Itsb3gumc3okie	my teacher opened this song when we all were eating and I love this song so- JUST-	ABBA_money
182	NWL Man	Frida looked wonderful here, this is her best look	ABBA_money
183	_	I like this song!	ABBA_money
184	Nerdonium	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
185	elifberra ergün	My favorite song	ABBA_money
188	Igor Bogdanov	"FROM A ""CHILD FOR HITLER"" TO A GERMAN PRINCESS - THE DIFFICULT FATE OF THE DARK ONE OF ABBA The life path of the lead singer of the Swedish pop group ABBA Anni-Frid Lingstad was not easy and thorny. Her mother, Norwegian Sunni Lyngstad, died when her daughter was only 2 years old. Father - German SS sergeant Alfred Haase, was in Norway as part of the occupation forces"	ABBA_money
190	Anupama Mishra	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
191	Kingerly S. Holt	Im scare at how good this is and sort of accurate xD	ABBA_money
192	Esra Özçelik	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
193	Srinath	Songs with expletive words get recognised and listened the most. This shouldn't retain for a long time. Try to listen to old classics like this one.	ABBA_money
194	вася дмитриев	0% racism 0% bad words 0% insulting people 100% Talent and inspiration!	ABBA_money
195	Sasha Diwan	Thank God my dad blasts these types of songs	ABBA_money
197	Tài Phạm	I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
198	 	very classic song	ABBA_money
201	Rekovul	imagine finding this video from a discord bot	ABBA_money
202	Бахтияр Дилдабеков	ABBA-Money-Super	ABBA_money
203	Vinayan P	Big fan of these song  form Kerala.. 	ABBA_money
204	Grace Johnson	Abba may be ONE of the greatest band of all times.	ABBA_money
205	BigSnowyMan	my dad loved this song before he past away wehn i was 4	ABBA_money
206	low quality jpeg of a lobster	"i searched up that one song that goes ""money talks"" but i found this and this is a bop!"	ABBA_money
209	Atria Maritime Trading	Money Money Money 	ABBA_money
210	lulaa	love them for this	ABBA_money
211	Earth Yeni	Me jamming out to this song as I work a 10 hour shift for below minimum wage. AINT IT SADDDDD	ABBA_money
212	Aleksei Jakuba	''I bet he wouldn't fancy me That's too bad..'' How could you not fall in love with such a beauty?	ABBA_money
213	-	I work all night, I work all day, to pay the bills I have to pay Ain't it sad And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world A man like that is hard to find but I can't get him off my mind Ain't it sad And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Aha aha All the things I could do If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
214	Ružica Jurčević	I Like the music its pretty and cool	ABBA_money
215	My k-pop world	Uh I found the lyrics on my English book and this song is amazing	ABBA_money
216	Nadja	I liked this song it became a trend, I just don't understand how people think these songs are old.	ABBA_money
217	Professor Palm	Gold diggers please stand for your national Anthem. Jokes aside though This is one of ABBA’s best song. It has a rich charm to it that keeps it timeless and the beat still puts a smile on my face.	ABBA_money
218	Miguel Herrera	abba is simply the best pop group ever	ABBA_money
219	Daniel Küng	Wow now I'm rich means I can be shure my kids get good job HEY HIGH FIVE	ABBA_money
220	LghNicks	This song is almost at 100 listens on the music player I use	ABBA_money
221	Atenea es sabia	Letra. Frida: I work all night, I work all day to pay the bills I have to pay Ain't it sad? And still there never seems to be a single penny left for me That's too bad In my dreams I have a plan If I got me a wealthy man I wouldn't have to work at all, I'd fool around and have a ball Todos: Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world It's a rich man's world Frida: A man like that is hard to find but I can't get him off my mind Ain't it sad? And if he happens to be free I bet he wouldn't fancy me That's too bad So I must leave, I'll have to go To Las Vegas or Monaco And win a fortune in a game, my life will never be the same Todos: Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world Money, money, money Must be funny In the rich man's world Money, money, money Always sunny In the rich man's world Frida: Aha All the things I could do Todos: If I had a little money It's a rich man's world It's a rich man's world	ABBA_money
222	123artikul	Best style forever	ABBA_money
223	Geiza Direito	It’s stunning as ABBA is the the most powerful and strong influence in the pop melody, chorus pattern, melody format and interpretation . We see as Madonna, Lady Gaga, Cindy Lauper and including certain rock bands adopted this parameter that ABBA brought to the music.	ABBA_money
224	qaz wsx	i dreamed of winning the lottery and sang this song in my dream like a crazy man in the middle of the mall	ABBA_money
227	Texu	i like this video	ABBA_money
228	Daria Kosheleva	From early childhood I have always been hypnotised by this song! Anni-Frid's voice and chord progression are enchanting to me to this day! I think I'll be an elderly lady some day and just by listening to this song it's going to bring such vivid memories ;) Also how silly is the music video, I'm here for it!	ABBA_money
229	Heather Perrier	Money! MONEY! M O N E Y! MUST BE F U N N Y! IN THE R I C H M A N ' S W O R L D!	ABBA_money
231	James Collier	This is my new favorite channel all because of this song it’s my new fav	ABBA_money
232	hihi	my dad 's favourite song :0	ABBA_money
234	Dytrap	Old music was so fire compared to today	ABBA_money
235	It’s toca Ella	I love that this was filmed 13 years ago and people are still using it	ABBA_money
236	Bailey hall	Money  money  money  must be funny  in a rich man's world 	ABBA_money
237	Sotiris	Let's go Abba.	ABBA_money
238	Clara Oswald	I'm confused by all the people who are saying rich people can relate to this... this is about wanting money but not having it??? Edit: thank you so much for all the likes!!	ABBA_money
239	PD	there are no pockets in the coffin, and life is short this song reminds us about it with irony	ABBA_money
240	: I’m Starly!	¡MONEY, MONEY, MONEY!	ABBA_money
241	Suerte!	At our acting classes we performed a dance using this song! Very good song	ABBA_money
