old_id	author	comment	origin
75	PinkFloyd Addicted	Pink Floyd is not music. Is a portal for another dimension. When i listen to Pink Floyd there's no space around me.	Pink Floyd
76	S I O M A I	I am a 2nd year college student right now, and it makes me tear up a bit knowing how this song is still dead on accurate with today's education system. I knew this song since I was a kid and was honestly terrified of the video, but now I'm horrified because what this song says is true.	Pink Floyd
78	Добрый Самурай	There are no such geniuses and there will not be!These masterpieces are relevant at any age!	Pink Floyd
79	Felicia Rufino	Love this song	Pink Floyd
80	Allan Avery	A revolutionary video .. a musical gem ! What great sound effects which compliment the relentless rhythm cord !!	Pink Floyd
86	irontwinks	I first heard this song in 1979 when I was in the 8th grade. I am over 50 now and my grade school daughter loves this song. Pink Floyd's music endures over multiple generations...like fine classical music. Shine on!	Pink Floyd
88	Ashek Ferdous	My first Pink Floyd song. Heard first time probably back in 1994 or even before. Still one of my fav right after High Hopes and Coming Back To Life. Actually love all the Pink Floyd songs...…. Just wish to attend one of their concert......	Pink Floyd
89	What Else	The masterpiece 	Pink Floyd
94	Noel Lucio	Muito bom	Pink Floyd
95	kaur pinky	Simply amazing. Profound capture	Pink Floyd
96	Shannon	Loved this song as kid in the 70's. Now I'm a teacher. I feel attacked.	Pink Floyd
97	Friederike Karil	I love the work, keep it up!!	Pink Floyd
98	Adolfo Carranza	I began to listen to this song since1980. it is 2022 and still listen to it. What can i say it is Masterpiece	Pink Floyd
99	Caga Joel	This masterpeace still at its best.....kudos pink floyd...	Pink Floyd
101	Martin Košek	If you're watching this in 2020 you have a great taste of music.	Pink Floyd
102	Ireneusz Duma	the lyrics are still up to date	Pink Floyd
103	Joe Parker	This was a huge single for them. In the day of waiting for the newest song that you love to come on the radio. Waiting by the radio. Waiting. And then it comes on. And you lose your mind all over again. That's one thing that younger people will never be able to appreciate. There was magic in the songs then because of that. A different kind of magic. Or maybe a deeper appreciation.	Pink Floyd
106	Caitlin Chap	This song is now 40 years old and still as popular as ever 	Pink Floyd
110	José Maria de Oliveira Souza	PINK FLOYD CLÁSSICO DOS CLÁSSICOS ......	Pink Floyd
111	Taruno	Around 40 years has gone by and this song is still relevant. I'm just amazed.	Pink Floyd
112	caro nomade	a timeless masterpiece	Pink Floyd
113	Oscar Garcia Miguel	Gran canción y gran vídeo. Para la eternidad . Un saludo a tod@s desde España.	Pink Floyd
114	Bleak flame 2	A song beyond its time...Posterity guaranteed	Pink Floyd
116	Dayday Pokerking	April 2019 great song April 2024 great song April 3019 great song Timeless master piece	Pink Floyd
117	Nadja Dallloxa	O ano é 2022 e eu aqui curtindo pink Floyd  nunca fica velha pra mim Rock é cultura viva o Rock n roll 	Pink Floyd
121	Fish Fart	Its crazy how many people come back to this everyday... this song is a masterpiece!!	Pink Floyd
123	Albert Barrett	This is a great song that I would love to hear and hopefully get to go and see the band they are very awesome	Pink Floyd
125	Maria Nilzete Sales	Chique d+ 	Pink Floyd
126	Andrew Linn	"The student's poem read by the teacher is in the lyrics of their song, ""Money"" from Dark Side of The Moon! Love it!"	Pink Floyd
127	Alicia Thomas	LOVE THIS SONG	Pink Floyd
129	Lucie Marquis	Wish i could Turnback time to see them in concert 	Pink Floyd
131	RAC music	Lets be honest: This song wasn't in your recommendations, you searched for it.	Pink Floyd
134	simon	Day 300 listening to pink floyd everyday for 1 year… OH BOY WE’RE ALMOST THERE	Pink Floyd
136	guy_in_the_moon	6 decades later and the message still hits hard	Pink Floyd
139	Mitch Rimland	My math teacher would play this every Friday at the end of class in high school '83. She was the coolest teacher I ever had.	Pink Floyd
141	Peggy Kellar	I am an 82 year old great grandma, I love this song by Pink Floyd. Yep, I am a little different from most old people. Maybe I am nuts.	Pink Floyd
142	simon	Day 290 listening to pink floyd everyday for 1 year.	Pink Floyd
143	Ainmalyz 333	The best band ever,this song is Legendary	Pink Floyd
144	Kethleen Cybelle	A critica social dessa música é de arrepiar !!!!	Pink Floyd
145	Masie Kell	I give more respect to this then any other other	Pink Floyd
146	Kelly Springer	A decade later this song has become more relevant to our children than ever before.	Pink Floyd
147	Rubén Vázquez	God, I love this video. It perfectly reflects what they have tried to implement on generation after generation of children, and the consequent inner rebellion against their enslaving ideology. Interesting enough, we are now coming to an end of this long story, where everyone of us is deciding on which side to stand...	Pink Floyd
149	Angela Colburn	Sublime. Like my school days.	Pink Floyd
151	tyler	The part where the kids fall in the meat grinders, and the people on the train’s masks used to scare the fuck out of me. And give me goosebumps to this day	Pink Floyd
152	Michelle	One of my mom's favorite, grew up hearing this song all the time.	Pink Floyd
153	D Hall	A raw power that has never really been captured by bands since	Pink Floyd
154	Ashrith Deshmukh	MASTERPIECE !	Pink Floyd
155	João Aureliano Miranda Teixeira	A maior banda de todos os tempos!	Pink Floyd
158	خالد الخضير	I love this song. We were subjected to injustice from this category. I am from this generation. This song should be immortal for generations. I am sad, sad, true. The teacher was an aristocrat. He was ignorant. He learned strength and did not learn education. Ignorant people torment us from them,,,, Want to know who the strangers are?	Pink Floyd
159	Trick Gum	That pre echo always does it for me	Pink Floyd
160	simon	Day 360 listening to pink floyd everyday for 1 year	Pink Floyd
161	Arman Parvez	"""All in all you’re just another brick in the wall."" This line gives me goosebumps."	Pink Floyd
162	Frederic Simard	Can't wait for it to reach 1 billion views.	Pink Floyd
164	Moha Mohamed	Extraordinary song soo perfect	Pink Floyd
165	James Gibson	This was the first single I bought, an amazing day!!!	Pink Floyd
168	Bitcoin_Catchers	Its amazing song	Pink Floyd
169	Maria Violeta Chavez Ramos	Excelente servicio	Pink Floyd
170	Maria Pawlicka	Zawsze jest ta Muzyka na czasie. Dla mlodych i starych pokolen. Niesmiertelna	Pink Floyd
171	TheShadowParliament	Do people know what is really scary about all this? The video and song has more meaning now than ever before.	Pink Floyd
172	Keith Lewis	I listen to this ablum loud!! and ALL my neighbors listen also, even if they don't like it 	Pink Floyd
175	John Guadeloupe	Since I heard this record in the late seventies it has stood the test of time thanks to the David Gilmour guitar solo. 43 years old and still marvellous.	Pink Floyd
176	Maria Fernanda Weber	Man this song will never lose its shining. Just like its story... Love It.	Pink Floyd
177	HARD PUNTO Com	A really master piece against the obsolescence of traditional education that is unfortunately present to these days (2022)	Pink Floyd
178	Chivania	That's the first song i've ever seen from Pink Floyd, im not a fan but i really love it.	Pink Floyd
181	KM Ko	probably one of the first songs of this genre I listened to.. around 15 years ago when I was in highschool, this song kept playin in class in my mind, continuously.. i was a straight A valedictorian of the school, always striving for 100 - that was my motto. just raw ambition for studying, but had not much meaning in studying - no interests in the topic at hand, just wanted to be at top. this song got stuck in my head so much and probably changed my life. got into an ivy league school and dropped out after 2 years to find something that's actually has meaning in my life. feels free, stable, and happy i got to discover a road that might be thorny but is not controlled by labels and standards. this music is the embodiment of free spirit n breaking out of the matrix	Pink Floyd
182	simon	Day 281 listening to pink floyd everyday for 1 year	Pink Floyd
183	Fernando Arge	Love music	Pink Floyd
184	Brock Busby	Love it the best. Can not beat it	Pink Floyd
185	pokerman111111111111	lsd and pink floyd drove me within an inch of insanity when i was 18 now at 50 i realise they are better than i could have imagined - shine on you crazy diamond	Pink Floyd
186	scoots	The guy who plays the school teacher deserves an Oscar.	Pink Floyd
187	Gary Harrison	Coolest song video of all time.hands down.	Pink Floyd
189	Joao Maciel	PINK FLOYD one of the best 	Pink Floyd
191	imari2305	The moment when the body, mind and soul of a child is grounded up into a slush of nothingness and creativity is mocked and erased. Powerful video and message!! Pink Floyd is amazing!!	Pink Floyd
192	DaniellaDD5	Wow.... Amazing! Like a good old red wine 	Pink Floyd
193	Roger uk	Fantastic song and video but watching it made me sad because it reminded me of how I was treated as a kid at school, they would never get away with it today.	Pink Floyd
194	Simmi Saa	A Classic.. ultimative truth and more as actual 	Pink Floyd
196	Fernando Fornasier Fernandes	Excelente música, mostrando a realidade da época da repressão, sem liberdade dos jovens.	Pink Floyd
197	Bush Ronie	Pink Floyd yang tak pernah membosankan aku mau pergi tidur...selalu menemaniku. Terima kasih Pink Floyd	Pink Floyd
198	Terence Petrichor	Given the current mood in Merica, this song hits harder than before...	Pink Floyd
199	John Turh	Love pink floyd	Pink Floyd
200	Ray Mccranie	Just a Super Classic. A Treasure. Thank You PF.	Pink Floyd
201	CoolDoge	Pink Floyd are a genius example of psychedelic rock	Pink Floyd
202	brandao dos santos ribas	Muito bom fuiiii	Pink Floyd
205	sayadelfy	This song changed something in education system, it accomplished something. We are really grateful 	Pink Floyd
206	Faycal Benhassain	Pink Floyd. Probably one of the top 5 bands ever.	Pink Floyd
210	simon	Day 291 listening to pink floyd everyday for 1 year.	Pink Floyd
212	Franco Mui	Great song	Pink Floyd
213	Mani Mostashari	Great song	Pink Floyd
214	Tracey Royston	Just put this song on going threw my past,this and boomtownrats, and many more, so many memories God bless music from our pasts	Pink Floyd
216	josegeraldonaturezaviva	A boa música não é a que agrada a massa e sim a que agrada a alma	Pink Floyd
217	Akasiwa Wamunyima	Many decades later, this song is more relevant today.	Pink Floyd
219	tamaz patarkalashvili	The best clip ever!	Pink Floyd
221	DarkMaster	The guitar solo always gives me chills till this day.	Pink Floyd
223	Michelle Huggins	I wish I had been one of those school kids in this music video, having a day off to get up to antics like this, an amagine years later finding out,how influential this music video had been,helping to outlaw Canning,(Corporal punishment, Just Wow,So Cool Anybody out there , who was one of the school kids in this music video what was it like?	Pink Floyd
225	Geppetto Geppetto	Quando il rock progressivo ti entra!	Pink Floyd
226	Ankush Shetty	One of the most iconic bass lines.	Pink Floyd
227	simon	Day 308 listening to pink floyd everyday for 1 year.	Pink Floyd
229	Ainmalyz 333	Masterpiece	Pink Floyd
230	simon	Day 317 listening to pink floyd everyday for 1 year	Pink Floyd
231	Zachary Thompson	Most anti-authoritarian Rock song. Timeless.	Pink Floyd
232	Татьяна Яковлева	It's Super	Pink Floyd
235	Everth Cruz	Talk about a Classic....A Masterpiece song and video....We don't need no education....No Dark Sarcasm in the Classroom.....A Soul Searching Song For Students of Any Generation.... Find Yourself A True Education Folks....Comprendeis Amigos....!!!!	Pink Floyd
236	tt1688	Still listening after 35+ years !!!! absolutely my all time favorite.	Pink Floyd
237	Claudio Novais Ramos	Patrimônio cultural da humanidade.	Pink Floyd
238	Telpenariel	I remember one of the junior high/ high schools I went to as a teen played this song - among others - over the PA system for the entirety of the last day of school. It's one of the few neutral memories I have of that particular school. Most of them are negative and I can't actively recall any positives which my therapist tells me is a symptom of Post Traumatic Stress.... I have no idea if this is accurate or not, but somehow - watching this video - I get kind of a cathartic feeling... I suppose even if the diagnosis is wrong that place still messed me up on some level to get that reaction from me. This comment has been a reflection on memory, music, emotional trauma and how the three can come together to provide a sense of relief.	Pink Floyd
240	Power2266	this music video freaked me out to hell when i first saw it it still is creepy but still epic song	Pink Floyd
241	Joseph C	No one can deny the genius of this song	Pink Floyd
242	Ashleykeithdavidharper	As a dedicated floydian I love this song	Pink Floyd
243	Jack F	Hard to believe this was written and recorded in the 1970s.	Pink Floyd
244	Eugen Nicolae Chirculescu	Un super videoclip !!!	Pink Floyd
245	Vintage Lover Rich	The film is fantastic. Pink Floyd rocks	Pink Floyd
246	simon	Day 10 listening to Pink floyd everyday for 1 year.	Pink Floyd
248	Geoffrey Williams	This song was so prophetic in its time. Today those kids believing man made climate change. Think about it . . .	Pink Floyd
249	Nishar Rujubali	Pink floyd was the music creator in this era	Pink Floyd
253	simon	Day 357 listening to pink floyd everyday for 1 year.	Pink Floyd
254	Garo Kalyenjian	Wonderful group pink floyd 	Pink Floyd
256	simon	day 283 listening to pink floyd everyday for 1 year	Pink Floyd
259	simon	Day 333 listening to pink floyd everyday for 1 year	Pink Floyd
263	Reinier Burgemeester	Best popmusic videoclip ever!!!	Pink Floyd
266	José Márcio	OS CHAPÉUS BRANCOS MARCHANDO PARA A VITÓRIA.	Pink Floyd
267	Kelwin Nunes	 Pink Floyd	Pink Floyd
270	Luiz H. Coleções	"*1979: ""Wow, this song is amazing!""* *2019: ""Wow, this song is amazing!""* *3050: ""Wow, this song is amazing!""*"	Pink Floyd
271	Carlos Vipe	GREAT SONG OF A WONDERFUL ARRANGEMENT, A TOUCHING MELODY AND VIDEO, TOO, OF COURSE. NO WONDER FOR BEING A BIG HIT! BUT ITS THEME IS QUITE POLEMIC FOR THIS CAPITALISTIC WORLD.	Pink Floyd
273	Garo Kalyenjian	Wonderful group	Pink Floyd
275	Jānis Upenieks	Roses are red. Violets are blue. When I listen to Pink floyd My neighbors do too!	Pink Floyd
278	simon	Day 322 listening to pink floyd everyday for 1 year	Pink Floyd
279	jim schulte	When it came out the supertendent of my school had a big school meeting in the gym. He told us all this album would turn us into alcoholics and drug addicts. No shit i swear to this. Denison High School Denison Iowa. You know what me and my buddy did? We went out and bought the album after school...got high af and discovered a new Floyd. It is quite possibly my favorite album.	Pink Floyd
280	Lin Choi	"i remember when my dad was addicted to this song and make me listen to haha. he always sang to me and made hand gestures as if he had a guitar in his hand, we laughed a lot. to this day, if I say ""HEY"" in the tone of the song, he repeats ""TEACHER!"" lmao. today he is still alive and likes to see old musics of his time"	Pink Floyd
281	Francisco Guerrero	Como este Groupon musical no value haver otro	Pink Floyd
283	simon	day 284 listening to pink floyd everyday for 1 year	Pink Floyd
284	simon	Day 338 listening to pink floyd everyday for 1 yearz….	Pink Floyd
285	Alvaro Garcia	It's a classic. I love pink floyd	Pink Floyd
286	Any Colour You Like	No. This is not the worst of David's guitar solos, just because it was mainstream, it is rather one of his absolute finest. believe it or not.	Pink Floyd
287	Drtriipe	I once took the liberty and listened to a song of yours on mute and holy fuck… It was probably the best decision I’ve ever taken in my life, if you’re reading this do the same just to not damage your ears, thank you.	Pink Floyd
290	Daniel Ligin	Hey stranger! Yes you, reading the comment! Know that you have an excellent taste in music! Keep on rocking!	Pink Floyd
291	simon	Day 275 listening to pink floyd everyday for 1 year	Pink Floyd
292	MIKEL Lionel	I really like this part 2:21	Pink Floyd
293	Gary Sullivan	Outstanding	Pink Floyd
294	Joelma De Moura Gin	É muito showww não me canso de ver e ouvir	Pink Floyd
295	Joel White	Roger Waters the lyricist is the soul of Pink Floyd. Each song is another lesson showing the hidden in plain site programing of the human condition.	Pink Floyd
297	Tamjan prirodni	 over 40 years ago they had the vision what's going on!!	Pink Floyd
298	Mia Brown	Like 	Pink Floyd
300	Kathleen Edwards	This song is more revelant today than anytime in modern history.	Pink Floyd
301	Slinkerdeer	This song becomes more relevant everyday	Pink Floyd
302	Attila Lako	Pink Floyd were way ahead of their times and every song has strong meaning ! true masterpiece	Pink Floyd
303	Matthew Smith	This song despite being 32 years old, still is a timeless song and is a pleasure to listen to, compared to the plastic crappy songs of today!	Pink Floyd
305	Plumpy Chump	This video terrified me when I was younger, but now I understand the deeper meaning of it, and it all ties into a beautiful video and song.	Pink Floyd
306	Alok Hota	A Timeless song that sounds so true even after so many years.	Pink Floyd
307	Una persona nada interesante ae	100% Original 100% Genius 100% Creative 100% Talent 100% of us are here in 2020	Pink Floyd
308	ATRIBECALLED CAT	One of the most powerful symbolic message of all time. Pure genius video.	Pink Floyd
309	Elisabeta Voci	I had a terrible abusive teacher in elementary school and i feel so proud that this song exists.	Pink Floyd
310	simon	Day 364 listening to pink floyd everyday for 1 year	Pink Floyd
311	Dv	Don't worry.. you're not the only one who is listening to this masterpiece in *2023*	Pink Floyd
314	yasmins psychic medium	Love 	Pink Floyd
315	simon	Day 307 listening to pink floyd everyday for 1 year	Pink Floyd
319	Xyan	A song that brought revolution and got banned in South Africa. You can imagine how powerful is this song. 	Pink Floyd
320	Edgar Niño	Solo el pueblo salvará al pueblo	Pink Floyd
321	simon	Day 292 listening to pink floyd everyday for 1 year.	Pink Floyd
322	Phantom R	The actual song is not against education, it's against some teachers, that's what part 1 says. People think this song is bad because they only hear part 2. It's still an awesome song...	Pink Floyd
323	Kristi Sebring	Best music ever! Why would you listen to anything else	Pink Floyd
324	Deer icecreamcake	My dad used to love this song I hope you get a gold play button	Pink Floyd
325	Verde Natura	Grazie fratellone per avermi fatto amare i Pink Floyd	Pink Floyd
326	Michela Tozzi	Il tempo passa, ma i bisogni non cambiano Bisogna tenere sempre la guardia alta	Pink Floyd
327	simon	Day 293 listening to pink floyd everyday for 1 year	Pink Floyd
331	Slop King	say no to book banning. say no to censorship. say yes to freedom of expression.	Pink Floyd
332	simon	Day 298 listening to pink floyd everyday for 1 year	Pink Floyd
333	hi	I'm listening to this song because this was my mom's favorite song and she was a big pink floyd fan but my mom died	Pink Floyd
334	simon	Day 303 listening to pink floyd everyday for 1 year.	Pink Floyd
335	Los Chepes Crazys Chepes	I’m little desagree with the líric but I really like the energy the song!	Pink Floyd
337	simon	Day 294 listening to pink floyd everyday for 1 year	Pink Floyd
338	simon	Day 319 listening to pink floyd everyday for 1 year	Pink Floyd
340	Thunder	I'm with Pink Floyd on this one, school sucked, bunch of adults trying to turn kids into mindless drones, so glad I'm done with that mess.	Pink Floyd
341	Jane Kellie	This Is A Legendary Truth....Hey Teacher Leave Those Kids Alone	Pink Floyd
342	Felicia Rufino	My dad and mom. We're a fan of pink floyd	Pink Floyd
346	Vahe 	Free your mind !!!!	Pink Floyd
347	simon	Day 358 listening to pink floyd everyday for 1 year.	Pink Floyd
350	florence alassimone	C excellent !!!	Pink Floyd
353	Alexander Elvis	Am one of the student who rock the school at 4.30 moment #Nostalgia	Pink Floyd
354	simon	Day 355 listening to pink floyd everyday for 1 year	Pink Floyd
355	three sevens	The most perfect guitar solo ever recorded.	Pink Floyd
356	simon	Day 340 listening to pink floyd everyday for 1 year	Pink Floyd
358	Cidadão Comum	Um dos clips mais irresponsáveis e insanos!!! Aberração que distorce a posição dos bons professores e dos jovens que realmente desejam aprender!!! Além de incitar os alunos a odiarem seus prpfessores!!!	Pink Floyd
359	simon	day 295 listening to Pink floyd everyday for 1 year!	Pink Floyd
361	KNR Mathi	Just great	Pink Floyd
362	simon	Day 305 listening to pink floyd everyday for 1 year	Pink Floyd
363	simon	Day 359 listening to pink floyd everyday for 1 year	Pink Floyd
364	simon	Day 302 listening to pink floyd everyday for 1 year.	Pink Floyd
365	Roderick Rat	This is actually the way a lot of kids see school. Pink Floyd got in touch with his inner child with this dark song. XD	Pink Floyd
366	simon	day 289 listening to pink floyd everyday for 1 year.	Pink Floyd
367	simon	Day 299 listening to pink floyd everyday for 1 yearzz	Pink Floyd
369	Gilafax	"""TEACHERS"" LEAVE OUR FUCKING KIDS ALONE! More relevant today than ever before....."	Pink Floyd
370	Dean Sholl	I use to play this full blast. I think my neighbours loved it too, they threw a brick through my window..... I guess to hear it better?	Pink Floyd
371	Tzer	they foresaw modern society way back then.	Pink Floyd
373	Mauro Rodrigues	1 passo pra nossa nova pátria pós guerra ,u,s,a,chegamos mais ou menos nisso ,vai ser ir,e matar a saudades nunca andei de avião boa tarde o cantor Pink Floyd nos ajudou gostamos de você aqui em casa,yes amizade feita nova nas nossas vidas at,Mauro Rodrigues.	Pink Floyd
375	Talita Sousa	Clássico  nostalgia	Pink Floyd
379	simon	Day 310 listening to pink floyd everyday for 1 year	Pink Floyd
380	Mario Alvarez Marco	Pink floyd for ever !	Pink Floyd
382	simon	Day 277 listening to pink floyd everyday for 1 year	Pink Floyd
383	simon	Day 353 listening to pink floyd everyday for 1 year	Pink Floyd
384	Jason Minyard	Leave those kids alone! It won't end well I swear it!	Pink Floyd
385	L O U D M I N D	*_MASTERPIECE_* No more things to say...	Pink Floyd
386	simon	Day 313 listening to pink floyd everyday for 1 year	Pink Floyd
387	simon	Day 339 listening to pink floyd everyday for 1 year	Pink Floyd
388	simon	Day 316 listening to pink floyd everyday for 1 year	Pink Floyd
389	simon	Day 330 listening to pink floyd everyday for 1 year	Pink Floyd
390	jo	I was literally just thinking of this song and I searched “classic rock” and I found this in a playlist	Pink Floyd
392	simon	Day 327 listening to pink floyd everyday for 1 year	Pink Floyd
393	Luiz Oliveira	Alguém do grupo já chegou assistir o show do pink Floyd em Londres ou no Japão ou Canadá alguém de vocês	Pink Floyd
394	simon	day 287 listening to pink floyd everyday for 1 year.	Pink Floyd
395	Eddie Goh	It's fucking genius that the whole song/part just consist of 7 sentences, so strong that becomes a symbol and movements around the world to reject rigid schooling.	Pink Floyd
396	simon	day 285 listening to pink floyd everyday for 1 year	Pink Floyd
397	simon	Day 325 listening to pink floyd everyday for 1 year	Pink Floyd
399	Fearbeast	This song was 2 years younger than me	Pink Floyd
400	Kris Horner	If you're still listening to this in 2021, you're a legend!!	Pink Floyd
401	Ty Flexum	We live in a world where we were designed for greatness, but programmed to fail.	Pink Floyd
402	Pal_ Arts	The most depressing thing about this is.... Nothing changes the horror and miserable face of children is still the SAME	Pink Floyd
403	esp92310	The song takes different meaning now in 2020....Did Pink Floyd try to tell us something? #saveourchildren	Pink Floyd
404	LiveForever	This song/video will live forever man, absolute masterpiece.	Pink Floyd
405	Samantha Perez	In 2nd grade I had a teacher who was the complete devil. One day my dad saved me by early dismissal, she had been humiliating me for 30 mins. Going home, my dad saw me crying and asked me why I was crying. I told him about her. He showed me this song. I memorized the whole song and the next time Ms. Delane tried picking on me again, I just shouted these lyrics on top of my lungs. She NEVER picked on me again  she thought I was crazy. Thanks dad! 	Pink Floyd
406	MOIA THE EXPLORER	It's crazy how many legends come back to this song everyday, this song is really legendary.	Pink Floyd
407	simon	Day 320 listening to pink floyd everyday for 1 year	Pink Floyd
408	i2rlia	Eu amava jdhsjsjaja	Pink Floyd
409	simon	Day 354 listening to pink floyd everyday for 1 year	Pink Floyd
410	simon	Day 318 listening to pink floyd everyday for 1 year..	Pink Floyd
411	simon	day 280 listening to pink floyd everyday for 1 year	Pink Floyd
412	simon	day 288 listening to pink floyd everyday for 1 year.	Pink Floyd
413	grankydank	I listen to this on my way to school lol	Pink Floyd
414	paul Wilkinson- Gardener	I remember when they wouldnt show the kids in the masks , so they changed it to marching hammers . Was that the start of the world we have now .	Pink Floyd
415	simon	day 315 listening to pink floyd everyday for 1 year	Pink Floyd
416	simon	1 year.. DAY 365 LISTENING TO PINK FLOYD EVERY DAY FOR 1 YEAR. WE DID BOYSS!!! ITS BEEN A JOURNEY…:)))	Pink Floyd
417	simon	Day 356 listening to pink floyd everyday for 1 year	Pink Floyd
418	simon	Day 326 listening to pink floyd everyday for 1 year.	Pink Floyd
419	Makaveli The Don	*QUE NOSTALGIA MANO!!..*	Pink Floyd
